Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat,Diabetic_Suitability
"MCDONALD'S,BIG 'N TASTY W/ CHS",3.829999924,16.06,1.299999952,232,4.387,1
"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",4.0,16.81,1.399999976,201,3.893,1
"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",4.159999847,30.95,1.399999976,240,1.636,1
"MCDONALD'S,EGG MCMUFFIN",2.00999999,20.54,1.100000024,215,3.222,1
"MCDONALD'S,SAUSAGE MCMUFFIN",1.929999948,24.52,1.399999976,333,7.253,0
"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",1.570000052,17.28,0.899999976,274,6.008,0
"MCDONALD'S,BACON EGG & CHS BISCUIT",2.180000067,22.26,0.899999976,304,8.262,0
"MCDONALD'S,SAUSAGE BISCUIT",1.970000029,27.2,1.200000048,376,10.659,0
"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",1.429999948,19.28,0.800000012,311,8.628,0
"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",9.880000114,29.48,1.0,285,4.642,1
"MCDONALD'S,HOTCAKES & SAUSAGE",17.29999924,38.79,0.800000012,294,2.747,0
"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",20.57999992,46.08,0.899999976,272,0.818,0
"MCDONALD'S,APPL DIPPERS W/ LOFAT CARAMEL SAU",17.21999931,26.12,0.0,111,0.418,0
"MCDONALD'S,FRUIT & WALNUT SALAD",12.44999981,16.6,0.0,118,0.699,1
"MCDONALD'S,CAESAR SALAD W/ GRILLED CHICK",1.610000014,3.67,1.100000024,71,1.005,1
"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",1.470000029,6.2,1.100000024,104,1.406,1
"MCDONALD'S,CAESAR SALAD WO/ CHICK",2.079999924,4.28,1.600000024,44,1.182,1
"MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK",1.730000019,3.64,1.0,81,1.235,1
MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,1.529999971,6.08,1.0,110,1.622,1
"MCDONALD'S,BACON RANCH SALAD WO/ CHICK",2.140000105,4.2,1.5,61,1.507,1
"MCDONALD'S,SIDE SALAD",2.24000001,4.3,1.600000024,20,0.02,1
"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",12.82999992,20.72,1.0,105,0.041,1
"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",11.89999962,17.67,0.899999976,90,0.004,1
"MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE)",4.269999981,31.08,1.0,243,1.773,1
"BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS",2.859999895,17.65,0.699999988,322,7.424,0
"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",3.359999895,23.0,0.699999988,376,8.595,0
"BURGER KING,CROISSAN'WICH W/ EGG & CHS",4.03000021,24.79,0.699999988,283,4.766,1
"BURGER KING,FRENCH TOAST STKS",9.890000343,41.21,1.399999976,349,3.989,1
"BURGER KING,HASH BROWN ROUNDS",0.270000011,34.55,2.900000095,369,5.924,0
"FAST FOODS,MINIATURE CINN ROLLS",17.97999954,53.38,2.200000048,403,4.701,0
"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO",3.519999981,13.74,1.399999976,252,5.773,0
"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",4.0,17.33,1.5,226,3.972,1
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT",0.0,22.14,1.100000024,256,5.03,0
"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU",0.0,22.69,1.399999976,259,4.24,1
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",4.659999847,19.83,0.800000012,274,6.088,0
"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",3.49000001,14.43,1.0,272,6.473,0
"FAST FDS,CHSEBURGER;SINGLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",4.510000229,15.45,1.200000048,235,5.487,0
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",3.599999905,19.72,1.200000048,269,7.032,0
"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",3.609999895,12.62,1.299999952,253,6.519,0
"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",3.25999999,21.53,1.399999976,261,5.045,0
"FAST FOODS,CHICK TENDERS",0.100000001,17.79,1.899999976,290,3.959,1
"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",5.010000229,22.28,1.399999976,183,0.865,1
"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",5.369999886,25.46,1.399999976,228,1.409,1
"MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",4.679999828,19.87,1.200000048,221,2.89,1
"MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH",4.989999771,22.61,1.200000048,250,3.333,1
"MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH",5.199999809,21.91,1.399999976,204,1.463,1
"MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH",5.53000021,24.93,1.399999976,244,1.971,1
"MCDONALD'S,ENG MUFFIN",2.569999933,44.36,2.599999905,285,1.554,1
"FAST FOODS,BAGEL,W/ HAM,EGG,& CHS",3.650000095,27.43,0.200000003,253,4.121,1
"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",2.869999886,22.64,0.200000003,295,6.396,0
"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",2.970000029,22.99,0.200000003,282,5.419,0
"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",24.37000084,26.82,0.200000003,182,3.633,0
"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",21.19000053,25.55,0.100000001,169,2.754,0
"POPEYES,BATTER FRIES,ANALYZED PRIOR TO DECEMBER 2006",0.0,35.06,2.799999952,302,6.175,0
"POPEYES,BISCUIT,ANALYZED PRIOR TO NOVEMBER 2006",2.950000048,41.88,1.700000048,400,6.933,0
"POPEYES,COLESLAW",10.82999992,14.12,1.700000048,161,1.887,1
"POPEYES,MILD CHICK STRIPS,ANALYZED 2006",0.0,19.31,0.800000012,271,5.442,0
"POPEYES,SPICY CHICK STRIPS,ANALYZED 2006",0.0,18.52,1.200000048,253,4.743,1
"KENTUCKY FRIED CHICK,BISCUIT,ANALYZED PRIOR TO JANUARY 2007",3.220000029,42.51,1.5,356,4.197,1
"KENTUCKY FRIED CHICK,COLESLAW",13.53999996,15.65,2.0,144,1.303,1
"KENTUCKY FRIED CHICK,CRISPY CHICK STRIPS,ANALYZED 2007",0.0,13.72,1.399999976,274,3.254,1
"KENTUCKY FRIED CHICK,POPCORN CHICK,ANALYZED PRIOR 2007",0.0,21.3,1.0,361,4.632,1
"KENTUCKY FRIED CHICK,POTATO WEDGES,ANALYZED PRIOR 2007",0.0,33.55,3.099999905,283,2.981,1
"KENTUCKY FRIED CHICK,FRIED CHICK,ORIGINAL RECPE,SKN & BRDING",0.0,17.25,1.299999952,379,6.916,0
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT ONLY",0.0,0.0,0.0,171,1.281,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT ONLY",0.0,0.49,0.0,187,2.114,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY",0.0,0.28,0.0,192,2.607,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY",0.0,1.93,0.0,233,2.619,1
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,SKN & BRDING",0.0,21.66,1.5,463,7.958,0
"KENTUCKY FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY",0.0,0.15,0.0,166,1.161,1
"KENTUCKY FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY",0.0,0.89,0.0,187,2.089,1
"KENTUCKY FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY",0.0,1.18,0.0,188,2.394,1
"KENTUCKY FRIED CHICK,EX CRISPY,WING,MEAT ONLY",0.0,4.34,0.0,262,3.191,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN",0.0,5.29,0.400000006,234,3.011,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN",0.0,5.53,0.400000006,245,3.559,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN",0.0,7.02,0.5,266,4.318,1
"KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN",0.0,8.04,0.5,291,4.334,1
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN",0.0,8.09,0.600000024,276,3.669,1
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SK",0.0,8.22,0.5,285,4.161,1
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN",0.0,10.54,0.699999988,314,4.937,1
"KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,WING,MEAT & SKN",0.0,12.03,0.699999988,351,5.307,0
"POPEYES,FRIED CHICK,MILD,BREAST,MEAT ONLY,SKN",0.0,0.99,0.0,168,1.561,1
"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY",0.0,1.18,0.0,179,2.223,1
"POPEYES,FRIED CHICK,MILD,SKN & BREADING",0.0,20.85,1.100000024,436,11.716,0
"POPEYES,FRIED CHICK,MILD,THIGH,MEAT ONLY",0.0,0.6,0.0,203,3.361,1
"POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN",0.0,3.11,0.0,239,3.664,1
"POPEYES,FRIED CHICK,SPICY,BREAST,MEAT ONLY",0.0,0.25,0.0,166,1.588,1
"POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT ONLY",0.0,0.33,0.0,187,2.602,1
"POPEYES,FRIED CHICK,SPICY,SKN & BREADING",0.0,19.39,1.399999976,440,12.348,0
"POPEYES,FRIED CHICK,SPICY,THIGH,MEAT ONLY,SKN & BREADING",0.0,0.52,0.0,201,3.299,1
"POPEYES,FRIED CHICK,SPICY,WING,MEAT ONLY",0.0,2.45,0.0,244,3.881,1
"POPEYES,FRIED CHICK,SPICY,BREAST,MEAT & SKN W/ BREADING",0.0,7.08,0.5,264,5.429,0
"POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT & SKN W/ BREADING",0.0,5.49,0.400000006,256,5.243,0
"POPEYES,FRIED CHICK,SPICY,THIGH,MEAT & SKN W/ BREADING",0.0,8.79,0.600000024,305,7.263,0
"POPEYES,FRIED CHICK,SPICY,WING,MEAT & SKN W/ BREADING",0.0,11.74,0.800000012,351,8.521,0
"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",0.0,8.14,0.400000006,265,5.216,0
"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING",0.0,9.54,0.5,288,6.257,0
"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",0.0,9.85,0.5,310,7.179,0
"POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING",0.0,12.64,0.600000024,345,7.987,0
"MCDONALD'S,BISCUIT,LRG SIZE",2.960000038,43.76,2.0,344,9.26,0
"KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,UNPREP",10.0,67.9,2.099999905,370,1.8,0
"MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP",1.799999952,13.7,4.5,176,0.8,1
"MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,FRZ,UNPREP",4.099999905,12.3,3.5,132,0.2,1
"MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,FRZ,UNPREP",0.600000024,7.7,4.699999809,131,0.5,1
"MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP",0.400000006,9.1,5.199999809,132,0.5,1
"MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP",1.700000048,8.8,4.099999905,210,1.1,1
"MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP",2.799999952,19.7,6.800000191,171,0.8,1
"GREEN GIANT,HARVEST BURGER,ORIG FLAV,ALL VEG PROT PATTY,FRZ",0.0,7.8,6.300000191,153,1.13,1
"LOMA LINDA BIG FRANKS,CND,UNPREP",0.439999998,5.77,3.5,217,1.61,1
"MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,FRZ,UNPREP",2.099999905,10.7,5.699999809,138,0.3,1
"NESTLE,CHEF-MATE CHILI W/BNS,CND",1.5,13.5,3.0,166,4.0,1
"NESTLE,CHEF-MATE CHILI WO/BNS,CND",1.5,8.0,1.5,147,3.037,1
"NESTLE,CHEF-MATE CORNED BF HASH,CND",0.790000021,11.0,1.100000024,180,5.5,0
"Macaroni and Cheese, canned entree",0.5,11.52,0.5,82,0.881,1
"JIMMY DEAN,SAUSAGE BISCUITS,BRKFST SNDWCH,FRZ",0.0,24.1,1.5,401,8.97,0
"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",2.599999905,15.24,1.799999952,90,0.35,1
"HEALTHY CHOIC BF MACARONI,FRZ ENTREE",3.799999952,13.94,1.899999976,88,0.28,1
"NALLEY CHILI CON CARNE W/BNS,CND ENTREE",0.0,4.6,5.0,109,1.08,1
"OLD EL PASO CHILI W/BNS,CND ENTREE",0.0,9.5,4.300000191,109,0.904,1
"CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,CND ENTREE",1.940000057,13.58,0.5,92,1.16,1
"CHEF BOYARDEE BEEFARONI,MACARONI W/BEEF IN TOMATO SAU,CND",1.940000057,13.58,0.5,92,1.16,1
"CHEF BOYARDEE MINI RAVIOLI,BF RAVIOLI TOMATO, MEAT SAU,CND",1.940000057,12.36,1.0,92,1.37,1
"CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE",2.970000029,11.9,1.399999976,100,1.59,1
"PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE",3.200000048,11.9,0.899999976,104,1.47,1
"BANQUET CHICK POT PIE,FRZ ENTREE'",2.809999943,18.02,1.700000048,192,4.19,1
"MARIE CALLENDER'S CHICK POT PIE,FRZ ENTREE",0.779999971,19.18,1.0,235,4.1,1
"STOUFFER'S CHICK PIE,FRZ ENTREE",3.730000019,22.59,1.399999976,259,6.29,0
"TURKEY POT PIE,FRZ ENTREE",0.0,17.7,1.100000024,176,2.88,1
"BEEF POT PIE,FRZ ENTREE,PREP",0.0,22.05,0.800000012,220,4.149,1
"HOT POCKETS,BF&CHEDDAR STUFFED SNDWCH,FRZ",0.0,27.6,0.0,284,6.2,0
"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",0.0,30.4,1.100000024,235,2.62,1
"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",0.0,30.0,0.0,266,4.52,1
"RED BARON PREMIUM POCKETS,ORIGINAL HAM&CHS,FRZ",0.0,27.2,0.0,268,4.66,1
"STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,FRZ ENTREE",2.730000019,8.73,1.200000048,73,1.01,1
"STOUFFER'S LASAGNA W/ MEAT & SAU,FRZ ENTREE",2.200000048,12.57,1.100000024,116,1.9,1
"BANQUET ORIG FRIED CHK THIGH,W/MASH POT & CORN IN SEASON SAU",0.330000013,13.35,1.799999952,170,1.92,1
"STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,FRZ ENTRE",2.430000067,12.27,1.5,93,0.75,1
"STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,FRZ ENTREE",1.75999999,12.14,1.0,106,1.08,1
"STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,FRZ ENTREE",3.900000095,13.23,1.700000048,91,0.59,1
"STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,FRZ ENTREE",1.5,8.91,1.299999952,78,0.63,1
"STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,FRZ",1.419999957,8.29,1.200000048,72,0.54,1
"STOUFFER'S CRMD CHIPPED BF,FRZ ENTREE",3.400000095,7.07,0.400000006,110,3.31,1
"STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,FRZ ENTREE",2.569999933,14.91,1.399999976,87,0.34,1
"STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,FRZ ENTREE",3.099999905,11.05,1.600000024,74,0.42,1
"STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,FRZ",1.950000048,7.47,1.5,102,1.8,1
"PATIO BF & BEAN BURRITO,MILD,FRZ",5.28000021,30.15,3.5,207,2.44,1
"STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,FRZ",2.170000076,9.07,1.5,73,0.64,1
"HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,FRZ MEAL",4.409999847,11.43,3.0,80,0.51,1
"HC CHK ENCHI SUPMA IN GRN CHILI SAU,MEXI  RICE,CORN MELY,FRZ",0.730000019,18.2,1.5,110,1.03,1
"CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST",0.0,24.5,1.5,266,4.68,1
"SCRAMBLED EGGS&SAUSAGE W/HASHED BROWN POTATOES,FRZ BRKFST",0.0,9.7,0.800000012,204,4.15,1
"GREEN GIANT,BROCCOLI IN CHS FLAV SAU,FRZ",0.0,8.9,0.0,67,0.48,1
"THE BUDGET GOURMET,SPINACH AU GRATIN,FRZ",0.0,7.4,1.5,143,4.9,1
"BANQUET TKY & GRY W/DRESS ,MSHD POT & PEA IN SEASON SAU,FRZ",1.899999976,10.87,3.099999905,99,0.85,1
STOUFF LN CUISIN CHK ENCH SUIZA W/CRM SAU & MEXI-STYL RICE,2.529999971,18.38,1.299999952,105,0.64,1
STOUFFER'S CHK ENCHILA MEXIC-STY RICE W/ MONREY JACK CHS SAU,2.019999981,21.54,1.299999952,150,2.6,1
"SMART ONES,CHICK ENCHILADAS SUIZA,SOUR CRM W/CHEESE,FRZ",13.0,17.7,1.299999952,122,1.4,1
"SMART ONES,RST TKY MEDALLIONS,MSHRM IN SAU W/RICE & VEG,FRZ",0.300000012,14.9,1.0,84,0.2,1
"MARIE CALLENDER'S BF STROGANOFF & NOODLES, CARROTS, PEAS,FRZ",1.690000057,10.75,2.0,114,1.95,1
"BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE",0.0,28.1,1.399999976,214,2.01,1
"TYSON CHICK FAJITA KIT,FRZ,PROD CD #2266-910",2.029999971,16.22,1.700000048,120,0.8,1
"BANQUET HEARTY ONE STK DIN,GRY,MSHD POT, CORN SEASON SAU,FRZ",1.289999962,9.92,2.099999905,138,3.21,1
"KID CUISINE CHK NUG, PSTA IN CHS SAU,CRN,CHOC PUDD W/SPRINK",10.93000031,19.77,2.900000095,178,2.16,1
"BANQUET SLCED BF W/GRY, MASH POT, PEAS SEASON SAUC, FROZEN",1.429999948,6.46,1.600000024,88,1.23,1
"HORMEL,DINTY MOORE BF STEW,CND ENTREE",0.959999979,6.81,1.100000024,94,2.39,1
"HORMEL CORNED BF HASH,CND ENTREE",0.340000004,9.27,1.100000024,164,4.32,1
"BETTY CROCKER,HAMBURGER HELPER,CHEESEBURGER MACARONI,DRY MIX",0.0,64.3,0.0,395,2.82,0
"HODGSON MILL,WHL WHEAT MACARONI&CHS DINNER,DRY MIX",0.0,69.2,7.599999905,376,1.37,0
"LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX",0.0,62.4,0.0,418,4.57,0
"HORMEL CHILI,NO BNS,CND ENTREE",1.419999957,7.59,1.299999952,82,0.93,1
"HORMEL TURKEY CHILI W/BNS,CND ENTREE",2.319999933,10.35,2.599999905,82,0.27,1
"FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL",0.0,10.0,1.399999976,81,0.51,1
"BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ",0.939999998,9.88,1.5,126,3.49,1
"HEALTHY CHOIC MESQ CHK BBQ,RSTD RED POT,MXD VEG IN SAU,FRZ",4.820000172,14.16,2.200000048,93,0.39,1
"STAGG DYNAMITE CHILI W/BNS,CND ENTREE",2.660000086,12.44,3.299999952,135,2.29,1
"STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE",2.319999933,12.78,3.5,115,1.06,1
"STAGG CLASSIC CHILI W/BNS,CND ENTREE",2.890000105,11.83,3.0,131,2.71,1
"STAGG COUNTRY CHILI W/BNS,CND ENTREE",2.369999886,11.74,2.400000095,129,2.77,1
"STAGG SILVERADO CHILI W/BNS,CND ENTREE",2.910000086,13.39,3.299999952,92,0.39,1
"HORMEL CHILI W/BNS,CND ENTREE",1.870000005,13.63,3.400000095,97,0.74,1
"HORMEL VEGETARIAN CHILI W/BNS,CND ENTREE",2.519999981,15.39,4.0,83,0.05,1
"HORMEL RST BF HASH,CND ENTREE",0.25,9.71,1.5,163,4.2,1
"TORTELLINI,PASTA W/CHS FILLING",0.949999988,47.0,1.899999976,307,3.6,0
"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",0.0,28.51,2.200000048,296,4.792,1
"CHILI CON CARNE W/BNS,CND ENTREE",0.0,11.43,3.900000095,121,1.74,1
"BEEF STEW,CANNED ENTREE",0.959999979,6.77,1.5,95,2.22,1
"CHICKEN POT PIE,FRZ ENTREE,PREP",0.0,23.03,1.200000048,214,3.613,1
"PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE",3.970000029,12.29,2.700000048,103,1.59,1
"BEEF,CORNED BF HASH,W/ POTATO,CND",0.340000004,9.27,1.100000024,164,4.32,1
"LASAGNA,CHS,FRZ,PREP",4.230000019,13.84,1.700000048,130,2.11,1
"CHILI,NO BNS,CND ENTREE",0.0,6.1,0.0,118,2.255,1
"SPAGHETTI,W/ MEATBALLS,CND",2.829999924,11.11,0.0,107,1.98,1
"SPAGHETTI,NO MEAT,CND",0.0,14.56,0.0,75,0.232,1
"LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE",0.0,13.5,1.299999952,101,0.967,1
"LASAGNA W/ MEAT & SAU,FRZ ENTREE",2.130000114,12.87,1.200000048,127,2.245,1
"BURRITO,BF & BEAN,FRZ",3.529999971,30.84,4.199999809,239,2.949,1
"BURRITO, BEAN AND CHEESE, FROZEN",1.409999967,32.4,10.19999981,211,1.573,1
"HC TRADITION MT LF W/BRN SAU,MSHD POTS,GRN BNS & APL CRP,FRZ",4.0,10.8,1.899999976,87,0.62,1
"HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY",5.800000191,12.69,2.0,94,0.87,1
"HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,GRN BNS & CARROT BLD",6.690000057,11.09,2.400000095,81,0.42,1
"HC MESQ BF W/BBQ SAU,RSTD RED POT & CORN,CAROT PEA MELEY,FRZ",5.039999962,14.44,1.899999976,110,0.87,1
"MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,GRN BNS & CRAN",2.24000001,11.35,1.0,99,0.63,1
"WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU",3.400000095,13.3,1.700000048,95,0.3,1
"MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,FRZ,UNPREP",1.600000024,15.8,2.700000048,178,0.7,1
"BURRITO,BEAN & CHS,MICROWAVED",1.370000005,40.37,10.39999962,260,1.933,1
"BURRITO,BF & BEAN,MICROWAVED",1.360000014,38.95,6.900000095,298,4.072,1
"CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",5.409999847,16.6,1.899999976,99,0.772,1
"CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",5.159999847,15.87,1.200000048,80,0.198,1
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",5.159999847,14.68,1.200000048,71,0.0,1
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",5.949999809,14.29,1.200000048,70,0.198,1
"SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks",4.760000229,13.1,0.800000012,92,0.992,1
"CAMPBELL, SPAGHETTIOS,DORA THE EXPLORERSHAPED PASTA",3.569999933,13.1,1.200000048,65,0.198,1
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",4.760000229,12.3,1.200000048,69,0.397,1
"CAMPBELL ,SPAGHETTIOS,SPAGHETTIOS PLUS CA",5.159999847,13.89,1.200000048,69,0.198,1
"CAMPBELL ,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",3.569999933,15.08,1.600000024,106,1.389,1
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIO'S W/ MEATBALLS",3.970000029,12.7,1.600000024,95,1.389,1
"CAMPBELL ,SPAGHETTIOS,SPAGHETTIO'S W/ SLICED FRANKS",3.569999933,10.71,2.0,93,1.984,1
"CAMPBELL,SPAGHTETTIOS A TO Z'S W/ MEATBALLS",4.760000229,13.1,1.200000048,102,1.389,1
"CAMPBELL ,SUPPER BAKES MEAL KITS,CHEESY CHICK W/ PASTA",4.710000038,31.76,1.200000048,198,1.176,1
"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",2.400000095,24.8,0.800000012,147,1.2,1
"CAMPBELL,SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",6.829999924,42.93,2.0,220,0.488,1
"CAMPBELL, SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",2.130000114,42.55,1.100000024,197,0.532,1
"CAMPBELL SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",3.190000057,45.74,2.099999905,210,0.532,0
"CAMPBELL,SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",4.730000019,36.64,2.400000095,181,0.591,1
"CAMPBELL,SUPPER BAKES MEAL KITS,SOUTHWEST-STYLE CHICK W/RICE",4.940000057,39.51,2.5,189,0.617,1
"CAMPBELL,SUPPER BAKES MEAL KITS,TRDNL RST CHK W/ STUFFING",1.220000029,11.79,0.800000012,66,0.407,1
"CAMPBELL SOUP COMPANY,SWANSON,CHICK A LA KING",0.670000017,4.03,0.699999988,71,1.174,1
"CAMPBELL SOUP COMPANY,SWANSON,CHICK & DUMPLINGS",0.810000002,9.72,0.800000012,93,1.822,1
"EGG ROLLS,PORK,REFR,HTD",5.320000172,29.5,2.099999905,222,1.588,1
"EGG ROLLS,CHICK,REFR,HTD",5.570000172,28.54,2.400000095,197,0.964,1
"EGG ROLLS,VEG,REFR,HTD",6.849999905,31.99,2.799999952,196,0.756,1
"LASAGNA,VEG,FRZ,BKD",2.539999962,14.18,1.899999976,139,2.422,1
